ProductKey,OrderDateKey,CustomerKey,SalesTerritoryKey,OrderQuantity,ProductStandardCost,SalesAmount,OrderDate
312,20200112,27617,1,1,2171.2942,3578.27,1/12/2020
311,20200112,27670,4,1,2171.2942,3578.27,1/12/2020
332,20200112,19941,10,1,413.1463,699.0982,1/12/2020
350,20200112,11017,9,1,1898.0944,3374.99,1/12/2020
310,20200113,27646,4,1,2171.2942,3578.27,1/13/2020
310,20200113,13257,8,1,2171.2942,3578.27,1/13/2020
314,20200113,16352,9,1,2171.2942,3578.27,1/13/2020
310,20200113,16493,9,1,2171.2942,3578.27,1/13/2020
314,20200114,27578,4,1,2171.2942,3578.27,1/14/2020
313,20200114,16525,9,1,2171.2942,3578.27,1/14/2020
310,20200114,16612,9,1,2171.2942,3578.27,1/14/2020
346,20200114,11010,9,1,1912.1544,3399.99,1/14/2020
313,20200115,16518,9,1,2171.2942,3578.27,1/15/2020
350,20200115,11001,9,1,1898.0944,3374.99,1/15/2020
312,20200116,27649,1,1,2171.2942,3578.27,1/16/2020
312,20200116,21659,6,1,2171.2942,3578.27,1/16/2020
312,20200116,27614,1,1,2171.2942,3578.27,1/16/2020
330,20200116,14559,4,1,413.1463,699.0982,1/16/2020
312,20200116,16524,9,1,2171.2942,3578.27,1/16/2020
314,20200116,16526,9,1,2171.2942,3578.27,1/16/2020
313,20200116,16348,9,1,2171.2942,3578.27,1/16/2020
347,20200116,11027,9,1,1912.1544,3399.99,1/16/2020
314,20200117,13260,8,1,2171.2942,3578.27,1/17/2020
311,20200117,16515,9,1,2171.2942,3578.27,1/17/2020
345,20200117,11018,9,1,1912.1544,3399.99,1/17/2020
326,20200117,25252,9,1,413.1463,699.0982,1/17/2020
311,20200118,11599,7,1,2171.2942,3578.27,1/18/2020
312,20200118,16495,9,1,2171.2942,3578.27,1/18/2020
312,20200118,16516,9,1,2171.2942,3578.27,1/18/2020
312,20200118,16620,9,1,2171.2942,3578.27,1/18/2020
310,20200119,27667,4,1,2171.2942,3578.27,1/19/2020
311,20200119,11601,7,1,2171.2942,3578.27,1/19/2020
311,20200119,11607,7,1,2171.2942,3578.27,1/19/2020
344,20200119,29385,8,1,1912.1544,3399.99,1/19/2020
351,20200119,11239,10,1,1898.0944,3374.99,1/19/2020
351,20200119,25865,1,1,1898.0944,3374.99,1/19/2020
344,20200119,25857,1,1,1912.1544,3399.99,1/19/2020
314,20200119,16484,9,1,2171.2942,3578.27,1/19/2020
312,20200119,16623,9,1,2171.2942,3578.27,1/19/2020
344,20200119,11000,9,1,1912.1544,3399.99,1/19/2020
347,20200119,11029,9,1,1912.1544,3399.99,1/19/2020
312,20200120,27615,4,1,2171.2942,3578.27,1/20/2020
342,20200120,17956,7,1,413.1463,699.0982,1/20/2020
312,20200120,16345,9,1,2171.2942,3578.27,1/20/2020
310,20200120,16521,9,1,2171.2942,3578.27,1/20/2020
312,20200120,16636,9,1,2171.2942,3578.27,1/20/2020
311,20200121,21710,6,1,2171.2942,3578.27,1/21/2020
311,20200121,13583,10,1,2171.2942,3578.27,1/21/2020
312,20200121,11593,7,1,2171.2942,3578.27,1/21/2020
314,20200122,21741,6,1,2171.2942,3578.27,1/22/2020
310,20200122,13585,10,1,2171.2942,3578.27,1/22/2020
328,20200122,14510,1,1,413.1463,699.0982,1/22/2020
312,20200122,16523,9,1,2171.2942,3578.27,1/22/2020
312,20200123,11611,7,1,2171.2942,3578.27,1/23/2020
313,20200123,13259,8,1,2171.2942,3578.27,1/23/2020
310,20200123,16350,9,1,2171.2942,3578.27,1/23/2020
345,20200123,11004,9,1,1912.1544,3399.99,1/23/2020
346,20200123,11026,9,1,1912.1544,3399.99,1/23/2020
312,20200124,27662,4,1,2171.2942,3578.27,1/24/2020
350,20200124,28390,7,1,1898.0944,3374.99,1/24/2020
350,20200124,25866,1,1,1898.0944,3374.99,1/24/2020
311,20200124,16494,9,1,2171.2942,3578.27,1/24/2020
314,20200124,16496,9,1,2171.2942,3578.27,1/24/2020
310,20200124,16519,9,1,2171.2942,3578.27,1/24/2020
312,20200124,16528,9,1,2171.2942,3578.27,1/24/2020
346,20200124,11006,9,1,1912.1544,3399.99,1/24/2020
312,20200125,27651,4,1,2171.2942,3578.27,1/25/2020
310,20200125,27663,4,1,2171.2942,3578.27,1/25/2020
313,20200125,27669,4,1,2171.2942,3578.27,1/25/2020
342,20200125,19942,10,1,413.1463,699.0982,1/25/2020
338,20200125,14558,1,1,413.1463,699.0982,1/25/2020
313,20200125,16349,9,1,2171.2942,3578.27,1/25/2020
348,20200125,11008,9,1,1898.0944,3374.99,1/25/2020
338,20200125,25250,9,1,413.1463,699.0982,1/25/2020
310,20200126,27605,1,1,2171.2942,3578.27,1/26/2020
310,20200126,27611,4,1,2171.2942,3578.27,1/26/2020
311,20200126,16347,9,1,2171.2942,3578.27,1/26/2020
349,20200126,11028,9,1,1898.0944,3374.99,1/26/2020
310,20200126,13584,10,1,2171.2942,3578.27,1/26/2020
310,20200127,21727,6,1,2171.2942,3578.27,1/27/2020
348,20200127,28393,7,1,1898.0944,3374.99,1/27/2020
348,20200127,19802,6,1,1898.0944,3374.99,1/27/2020
324,20200127,26620,6,1,413.1463,699.0982,1/27/2020
350,20200127,11009,9,1,1898.0944,3374.99,1/27/2020
313,20200128,27641,4,1,2171.2942,3578.27,1/28/2020
311,20200128,27673,1,1,2171.2942,3578.27,1/28/2020
326,20200128,17957,7,1,413.1463,699.0982,1/28/2020
314,20200128,13406,8,1,2171.2942,3578.27,1/28/2020
312,20200128,16630,9,1,2171.2942,3578.27,1/28/2020
313,20200129,22041,6,1,2171.2942,3578.27,1/29/2020
314,20200129,12124,7,1,2171.2942,3578.27,1/29/2020
313,20200129,28066,4,1,2171.2942,3578.27,1/29/2020
313,20200129,16743,9,1,2171.2942,3578.27,1/29/2020
310,20200129,13546,8,1,2171.2942,3578.27,1/29/2020
312,20200130,28018,4,1,2171.2942,3578.27,1/30/2020
310,20200130,12132,7,1,2171.2942,3578.27,1/30/2020
314,20200130,16661,9,1,2171.2942,3578.27,1/30/2020
351,20200131,11055,9,1,1898.0944,3374.99,1/31/2020
314,20200131,16662,9,1,2171.2942,3578.27,1/31/2020
313,20200131,16740,9,1,2171.2942,3578.27,1/31/2020
322,20200131,25270,9,1,413.1463,699.0982,1/31/2020
312,20200201,28038,4,1,2171.2942,3578.27,2/1/2020
313,20200201,13548,8,1,2171.2942,3578.27,2/1/2020
314,20200201,16741,9,1,2171.2942,3578.27,2/1/2020
347,20200201,11031,9,1,1912.1544,3399.99,2/1/2020
346,20200201,11034,9,1,1912.1544,3399.99,2/1/2020
334,20200202,20048,10,1,413.1463,699.0982,2/2/2020
311,20200202,28065,4,1,2171.2942,3578.27,2/2/2020
312,20200202,17047,9,1,2171.2942,3578.27,2/2/2020
310,20200202,16686,9,1,2171.2942,3578.27,2/2/2020
312,20200202,16659,9,1,2171.2942,3578.27,2/2/2020
336,20200202,25294,9,1,413.1463,699.0982,2/2/2020
314,20200203,13600,10,1,2171.2942,3578.27,2/3/2020
310,20200203,17051,9,1,2171.2942,3578.27,2/3/2020
338,20200203,14565,4,1,413.1463,699.0982,2/3/2020
344,20200203,11054,9,1,1912.1544,3399.99,2/3/2020
310,20200203,16675,9,1,2171.2942,3578.27,2/3/2020
313,20200203,16687,9,1,2171.2942,3578.27,2/3/2020
310,20200203,16712,9,1,2171.2942,3578.27,2/3/2020
345,20200203,11047,9,1,1912.1544,3399.99,2/3/2020
310,20200204,27726,4,1,2171.2942,3578.27,2/4/2020
311,20200204,28014,4,1,2171.2942,3578.27,2/4/2020
311,20200204,16696,9,1,2171.2942,3578.27,2/4/2020
312,20200204,16639,9,1,2171.2942,3578.27,2/4/2020
342,20200205,20049,10,1,413.1463,699.0982,2/5/2020
311,20200205,13602,10,1,2171.2942,3578.27,2/5/2020
314,20200205,13661,10,1,2171.2942,3578.27,2/5/2020
344,20200205,11030,9,1,1912.1544,3399.99,2/5/2020
313,20200206,28068,4,1,2171.2942,3578.27,2/6/2020
312,20200206,16658,9,1,2171.2942,3578.27,2/6/2020
348,20200206,11035,9,1,1898.0944,3374.99,2/6/2020
349,20200206,11046,9,1,1898.0944,3374.99,2/6/2020
311,20200207,28031,4,1,2171.2942,3578.27,2/7/2020
312,20200207,28076,4,1,2171.2942,3578.27,2/7/2020
314,20200207,16685,9,1,2171.2942,3578.27,2/7/2020
312,20200207,16745,9,1,2171.2942,3578.27,2/7/2020
351,20200207,11038,9,1,1898.0944,3374.99,2/7/2020
347,20200207,11039,9,1,1912.1544,3399.99,2/7/2020
313,20200208,28040,1,1,2171.2942,3578.27,2/8/2020
313,20200208,28067,4,1,2171.2942,3578.27,2/8/2020
310,20200208,28071,4,1,2171.2942,3578.27,2/8/2020
311,20200208,16684,9,1,2171.2942,3578.27,2/8/2020
314,20200208,16657,9,1,2171.2942,3578.27,2/8/2020
314,20200209,21939,6,1,2171.2942,3578.27,2/9/2020
312,20200209,28039,4,1,2171.2942,3578.27,2/9/2020
312,20200209,13687,10,1,2171.2942,3578.27,2/9/2020
312,20200209,13540,8,1,2171.2942,3578.27,2/9/2020
310,20200209,28063,4,1,2171.2942,3578.27,2/9/2020
312,20200209,16703,9,1,2171.2942,3578.27,2/9/2020
310,20200210,28030,1,1,2171.2942,3578.27,2/10/2020
322,20200210,14576,1,1,413.1463,699.0982,2/10/2020
351,20200210,11048,9,1,1898.0944,3374.99,2/10/2020
314,20200210,16664,9,1,2171.2942,3578.27,2/10/2020
342,20200210,25271,9,1,413.1463,699.0982,2/10/2020
314,20200211,28017,1,1,2171.2942,3578.27,2/11/2020
311,20200211,13545,8,1,2171.2942,3578.27,2/11/2020
313,20200211,13515,8,1,2171.2942,3578.27,2/11/2020
310,20200211,28070,4,1,2171.2942,3578.27,2/11/2020
310,20200212,28042,4,1,2171.2942,3578.27,2/12/2020
344,20200212,11244,10,1,1912.1544,3399.99,2/12/2020
312,20200212,28083,4,1,2171.2942,3578.27,2/12/2020
344,20200212,25872,1,1,1912.1544,3399.99,2/12/2020
310,20200212,16660,9,1,2171.2942,3578.27,2/12/2020
311,20200212,16638,9,1,2171.2942,3578.27,2/12/2020
314,20200214,16929,9,1,2171.2942,3578.27,2/14/2020
314,20200215,27681,4,1,2171.2942,3578.27,2/15/2020
312,20200215,21813,6,1,2171.2942,3578.27,2/15/2020
310,20200215,27920,4,1,2171.2942,3578.27,2/15/2020
310,20200215,28022,4,1,2171.2942,3578.27,2/15/2020
348,20200215,11033,9,1,1898.0944,3374.99,2/15/2020
311,20200215,28047,1,1,2171.2942,3578.27,2/15/2020
311,20200216,27918,4,1,2171.2942,3578.27,2/16/2020
313,20200216,28044,4,1,2171.2942,3578.27,2/16/2020
336,20200216,14572,4,1,413.1463,699.0982,2/16/2020
342,20200216,19325,8,1,413.1463,699.0982,2/16/2020
310,20200216,28061,4,1,2171.2942,3578.27,2/16/2020
334,20200216,26629,6,1,413.1463,699.0982,2/16/2020
310,20200216,16744,9,1,2171.2942,3578.27,2/16/2020
320,20200216,25555,9,1,413.1463,699.0982,2/16/2020
312,20200217,27678,1,1,2171.2942,3578.27,2/17/2020
314,20200217,27759,1,1,2171.2942,3578.27,2/17/2020
310,20200217,13680,10,1,2171.2942,3578.27,2/17/2020
310,20200217,13514,8,1,2171.2942,3578.27,2/17/2020
349,20200217,11052,9,1,1898.0944,3374.99,2/17/2020
312,20200217,16928,9,1,2171.2942,3578.27,2/17/2020
313,20200218,27917,4,1,2171.2942,3578.27,2/18/2020
311,20200218,13693,10,1,2171.2942,3578.27,2/18/2020
350,20200218,11247,10,1,1898.0944,3374.99,2/18/2020
310,20200218,28078,1,1,2171.2942,3578.27,2/18/2020
350,20200218,25876,1,1,1898.0944,3374.99,2/18/2020
310,20200218,16701,9,1,2171.2942,3578.27,2/18/2020
311,20200218,16931,9,1,2171.2942,3578.27,2/18/2020
348,20200218,11032,9,1,1898.0944,3374.99,2/18/2020
313,20200219,22008,6,1,2171.2942,3578.27,2/19/2020
349,20200219,19830,6,1,1898.0944,3374.99,2/19/2020
314,20200219,16663,9,1,2171.2942,3578.27,2/19/2020
314,20200219,16708,9,1,2171.2942,3578.27,2/19/2020
310,20200219,17045,9,1,2171.2942,3578.27,2/19/2020
310,20200220,21921,6,1,2171.2942,3578.27,2/20/2020
312,20200220,17048,9,1,2171.2942,3578.27,2/20/2020
350,20200220,11050,9,1,1898.0944,3374.99,2/20/2020
311,20200221,12131,7,1,2171.2942,3578.27,2/21/2020
313,20200221,13689,10,1,2171.2942,3578.27,2/21/2020
344,20200221,11243,10,1,1912.1544,3399.99,2/21/2020
314,20200221,16693,9,1,2171.2942,3578.27,2/21/2020
313,20200221,16702,9,1,2171.2942,3578.27,2/21/2020
312,20200221,16707,9,1,2171.2942,3578.27,2/21/2020
310,20200221,17046,9,1,2171.2942,3578.27,2/21/2020
328,20200221,25272,9,1,413.1463,699.0982,2/21/2020
344,20200221,25868,4,1,1912.1544,3399.99,2/21/2020
342,20200222,17971,7,1,413.1463,699.0982,2/22/2020
351,20200222,11057,9,1,1898.0944,3374.99,2/22/2020
313,20200222,16742,9,1,2171.2942,3578.27,2/22/2020
313,20200223,13678,10,1,2171.2942,3578.27,2/23/2020
311,20200223,13679,10,1,2171.2942,3578.27,2/23/2020
314,20200223,13690,10,1,2171.2942,3578.27,2/23/2020
344,20200223,28394,7,1,1912.1544,3399.99,2/23/2020
313,20200223,28064,1,1,2171.2942,3578.27,2/23/2020
344,20200223,25878,4,1,1912.1544,3399.99,2/23/2020
314,20200223,16713,9,1,2171.2942,3578.27,2/23/2020
314,20200224,13538,8,1,2171.2942,3578.27,2/24/2020
310,20200224,17050,9,1,2171.2942,3578.27,2/24/2020
310,20200225,13691,10,1,2171.2942,3578.27,2/25/2020
314,20200225,16637,9,1,2171.2942,3578.27,2/25/2020
338,20200226,19329,8,1,413.1463,699.0982,2/26/2020
314,20200226,13542,8,1,2171.2942,3578.27,2/26/2020
310,20200226,13543,8,1,2171.2942,3578.27,2/26/2020
314,20200226,13559,8,1,2171.2942,3578.27,2/26/2020
338,20200226,14577,1,1,413.1463,699.0982,2/26/2020
350,20200226,11056,9,1,1898.0944,3374.99,2/26/2020
313,20200226,16688,9,1,2171.2942,3578.27,2/26/2020
342,20200226,25273,9,1,413.1463,699.0982,2/26/2020
310,20200227,27919,1,1,2171.2942,3578.27,2/27/2020
310,20200227,28041,1,1,2171.2942,3578.27,2/27/2020
344,20200227,11240,10,1,1912.1544,3399.99,2/27/2020
310,20200227,22050,6,1,2171.2942,3578.27,2/27/2020
310,20200227,28062,4,1,2171.2942,3578.27,2/27/2020
344,20200227,25867,4,1,1912.1544,3399.99,2/27/2020
310,20200227,17049,9,1,2171.2942,3578.27,2/27/2020
313,20200228,13541,8,1,2171.2942,3578.27,2/28/2020
349,20200228,28395,7,1,1898.0944,3374.99,2/28/2020
349,20200228,19829,6,1,1898.0944,3374.99,2/28/2020
313,20200228,16691,9,1,2171.2942,3578.27,2/28/2020
311,20200228,16656,9,1,2171.2942,3578.27,2/28/2020
351,20200228,11044,9,1,1898.0944,3374.99,2/28/2020
310,20200301,13821,10,1,2171.2942,3578.27,3/1/2020
310,20200301,28156,4,1,2171.2942,3578.27,3/1/2020
311,20200301,22114,6,1,2171.2942,3578.27,3/1/2020
314,20200301,17328,9,1,2171.2942,3578.27,3/1/2020
310,20200302,13765,10,1,2171.2942,3578.27,3/2/2020
311,20200302,13792,10,1,2171.2942,3578.27,3/2/2020
311,20200302,12221,7,1,2171.2942,3578.27,3/2/2020
313,20200302,13572,8,1,2171.2942,3578.27,3/2/2020
313,20200302,22058,6,1,2171.2942,3578.27,3/2/2020
313,20200302,28145,4,1,2171.2942,3578.27,3/2/2020
312,20200302,17071,9,1,2171.2942,3578.27,3/2/2020
310,20200302,17309,9,1,2171.2942,3578.27,3/2/2020
313,20200302,17310,9,1,2171.2942,3578.27,3/2/2020
310,20200302,17320,9,1,2171.2942,3578.27,3/2/2020
310,20200303,28172,4,1,2171.2942,3578.27,3/3/2020
312,20200303,17242,9,1,2171.2942,3578.27,3/3/2020
312,20200303,17315,9,1,2171.2942,3578.27,3/3/2020
328,20200303,25558,9,1,413.1463,699.0982,3/3/2020
346,20200304,11334,10,1,1912.1544,3399.99,3/4/2020
312,20200304,28168,4,1,2171.2942,3578.27,3/4/2020
311,20200304,28181,1,1,2171.2942,3578.27,3/4/2020
313,20200304,28131,4,1,2171.2942,3578.27,3/4/2020
346,20200304,25887,1,1,1912.1544,3399.99,3/4/2020
314,20200304,17055,9,1,2171.2942,3578.27,3/4/2020
311,20200305,13567,8,1,2171.2942,3578.27,3/5/2020
311,20200305,28182,4,1,2171.2942,3578.27,3/5/2020
312,20200305,28186,1,1,2171.2942,3578.27,3/5/2020
314,20200306,13772,10,1,2171.2942,3578.27,3/6/2020
311,20200306,28185,4,1,2171.2942,3578.27,3/6/2020
314,20200306,28193,4,1,2171.2942,3578.27,3/6/2020
310,20200306,28088,4,1,2171.2942,3578.27,3/6/2020
313,20200306,17065,9,1,2171.2942,3578.27,3/6/2020
338,20200306,14581,1,1,413.1463,699.0982,3/6/2020
314,20200306,17308,9,1,2171.2942,3578.27,3/6/2020
313,20200307,12211,7,1,2171.2942,3578.27,3/7/2020
311,20200307,28179,1,1,2171.2942,3578.27,3/7/2020
314,20200307,28183,4,1,2171.2942,3578.27,3/7/2020
313,20200307,28112,4,1,2171.2942,3578.27,3/7/2020
338,20200307,14584,4,1,413.1463,699.0982,3/7/2020
312,20200308,13784,10,1,2171.2942,3578.27,3/8/2020
311,20200308,17229,9,1,2171.2942,3578.27,3/8/2020
313,20200308,17246,9,1,2171.2942,3578.27,3/8/2020
314,20200309,12220,7,1,2171.2942,3578.27,3/9/2020
350,20200309,11337,10,1,1898.0944,3374.99,3/9/2020
312,20200309,28097,4,1,2171.2942,3578.27,3/9/2020
350,20200309,25888,1,1,1898.0944,3374.99,3/9/2020
347,20200309,11058,9,1,1912.1544,3399.99,3/9/2020
312,20200309,17294,9,1,2171.2942,3578.27,3/9/2020
310,20200309,17299,9,1,2171.2942,3578.27,3/9/2020
310,20200310,28158,4,1,2171.2942,3578.27,3/10/2020
314,20200310,17247,9,1,2171.2942,3578.27,3/10/2020
310,20200310,17280,9,1,2171.2942,3578.27,3/10/2020
347,20200312,25889,4,1,1912.1544,3399.99,3/12/2020
313,20200312,17069,9,1,2171.2942,3578.27,3/12/2020
334,20200313,20052,10,1,413.1463,699.0982,3/13/2020
322,20200313,20054,10,1,413.1463,699.0982,3/13/2020
348,20200313,11061,9,1,1898.0944,3374.99,3/13/2020
310,20200313,17248,9,1,2171.2942,3578.27,3/13/2020
312,20200314,13570,8,1,2171.2942,3578.27,3/14/2020
312,20200314,28164,4,1,2171.2942,3578.27,3/14/2020
310,20200314,17064,9,1,2171.2942,3578.27,3/14/2020
313,20200314,17249,9,1,2171.2942,3578.27,3/14/2020
314,20200314,17295,9,1,2171.2942,3578.27,3/14/2020
312,20200315,28096,4,1,2171.2942,3578.27,3/15/2020
310,20200315,28150,4,1,2171.2942,3578.27,3/15/2020
313,20200315,17259,9,1,2171.2942,3578.27,3/15/2020
311,20200315,17312,9,1,2171.2942,3578.27,3/15/2020
313,20200316,12254,7,1,2171.2942,3578.27,3/16/2020
311,20200316,28159,4,1,2171.2942,3578.27,3/16/2020
312,20200316,28149,4,1,2171.2942,3578.27,3/16/2020
336,20200316,14580,4,1,413.1463,699.0982,3/16/2020
312,20200316,17285,9,1,2171.2942,3578.27,3/16/2020
347,20200317,11250,10,1,1912.1544,3399.99,3/17/2020
313,20200317,28162,4,1,2171.2942,3578.27,3/17/2020
347,20200317,25879,4,1,1912.1544,3399.99,3/17/2020
311,20200317,17257,9,1,2171.2942,3578.27,3/17/2020
310,20200318,13783,10,1,2171.2942,3578.27,3/18/2020
313,20200318,28154,4,1,2171.2942,3578.27,3/18/2020
312,20200318,28170,4,1,2171.2942,3578.27,3/18/2020
310,20200318,17351,9,1,2171.2942,3578.27,3/18/2020
311,20200318,17332,9,1,2171.2942,3578.27,3/18/2020
312,20200319,28180,1,1,2171.2942,3578.27,3/19/2020
314,20200319,13560,8,1,2171.2942,3578.27,3/19/2020
310,20200319,28148,1,1,2171.2942,3578.27,3/19/2020
311,20200319,22109,6,1,2171.2942,3578.27,3/19/2020
338,20200319,14590,4,1,413.1463,699.0982,3/19/2020
345,20200319,11060,9,1,1912.1544,3399.99,3/19/2020
314,20200319,17255,9,1,2171.2942,3578.27,3/19/2020
311,20200319,17258,9,1,2171.2942,3578.27,3/19/2020
310,20200320,13847,10,1,2171.2942,3578.27,3/20/2020
314,20200320,28166,4,1,2171.2942,3578.27,3/20/2020
322,20200321,20060,10,1,413.1463,699.0982,3/21/2020
313,20200321,12255,7,1,2171.2942,3578.27,3/21/2020
349,20200321,28401,7,1,1898.0944,3374.99,3/21/2020
344,20200321,11333,10,1,1912.1544,3399.99,3/21/2020
344,20200321,25886,1,1,1912.1544,3399.99,3/21/2020
312,20200321,17241,9,1,2171.2942,3578.27,3/21/2020
334,20200321,17973,7,1,413.1463,699.0982,3/21/2020
312,20200321,17334,9,1,2171.2942,3578.27,3/21/2020
310,20200322,13841,10,1,2171.2942,3578.27,3/22/2020
312,20200322,28184,4,1,2171.2942,3578.27,3/22/2020
313,20200322,22117,6,1,2171.2942,3578.27,3/22/2020
312,20200322,28191,1,1,2171.2942,3578.27,3/22/2020
310,20200322,17056,9,1,2171.2942,3578.27,3/22/2020
311,20200322,17079,9,1,2171.2942,3578.27,3/22/2020
311,20200323,12217,7,1,2171.2942,3578.27,3/23/2020
311,20200323,13580,8,1,2171.2942,3578.27,3/23/2020
313,20200323,28155,4,1,2171.2942,3578.27,3/23/2020
313,20200323,28163,1,1,2171.2942,3578.27,3/23/2020
312,20200323,17278,9,1,2171.2942,3578.27,3/23/2020
312,20200323,17329,9,1,2171.2942,3578.27,3/23/2020
330,20200323,25556,9,1,413.1463,699.0982,3/23/2020
312,20200324,12219,7,1,2171.2942,3578.27,3/24/2020
310,20200324,17233,9,1,2171.2942,3578.27,3/24/2020
313,20200324,17240,9,1,2171.2942,3578.27,3/24/2020
313,20200325,13845,10,1,2171.2942,3578.27,3/25/2020
312,20200325,28167,4,1,2171.2942,3578.27,3/25/2020
311,20200325,28190,4,1,2171.2942,3578.27,3/25/2020
312,20200326,13777,10,1,2171.2942,3578.27,3/26/2020
310,20200326,28099,4,1,2171.2942,3578.27,3/26/2020
314,20200326,28142,1,1,2171.2942,3578.27,3/26/2020
340,20200326,14585,4,1,413.1463,699.0982,3/26/2020
312,20200326,17232,9,1,2171.2942,3578.27,3/26/2020
313,20200327,12212,7,1,2171.2942,3578.27,3/27/2020
310,20200327,13579,8,1,2171.2942,3578.27,3/27/2020
312,20200327,28171,1,1,2171.2942,3578.27,3/27/2020
312,20200327,28194,1,1,2171.2942,3578.27,3/27/2020
312,20200327,22112,6,1,2171.2942,3578.27,3/27/2020
322,20200327,20149,10,1,413.1463,699.0982,3/27/2020
310,20200327,17279,9,1,2171.2942,3578.27,3/27/2020
313,20200327,17286,9,1,2171.2942,3578.27,3/27/2020
320,20200327,25557,9,1,413.1463,699.0982,3/27/2020
336,20200327,25559,9,1,413.1463,699.0982,3/27/2020
336,20200328,19339,8,1,413.1463,699.0982,3/28/2020
312,20200328,13820,10,1,2171.2942,3578.27,3/28/2020
326,20200329,14589,4,1,413.1463,699.0982,3/29/2020
314,20200330,13794,10,1,2171.2942,3578.27,3/30/2020
314,20200330,13846,10,1,2171.2942,3578.27,3/30/2020
311,20200330,12256,7,1,2171.2942,3578.27,3/30/2020
311,20200330,28147,4,1,2171.2942,3578.27,3/30/2020
314,20200330,28152,4,1,2171.2942,3578.27,3/30/2020
311,20200330,17256,9,1,2171.2942,3578.27,3/30/2020
313,20200330,17277,9,1,2171.2942,3578.27,3/30/2020
311,20200330,17288,9,1,2171.2942,3578.27,3/30/2020
310,20200330,17293,9,1,2171.2942,3578.27,3/30/2020
313,20200330,17326,9,1,2171.2942,3578.27,3/30/2020
314,20200331,14429,10,1,2171.2942,3578.27,3/31/2020
